N,P,K,temperature,humidity,ph,rainfall,label
48.7,27.68,21.83,24.7,53.35,6.98,52.21,foxtail_millet_early_season_29
47.23,27.51,24.05,23.63,49.88,6.9,50.06,foxtail_millet_early_season_29
48.47,28.84,23.07,24.93,52.23,6.52,54.85,foxtail_millet_early_season_29
45.08,29.3,25.81,25.16,49.67,7.02,51.36,foxtail_millet_early_season_29
48.86,27.37,24.39,23.58,50.89,6.73,46.87,foxtail_millet_early_season_29
49.66,26.32,20.99,23.82,49.03,6.43,50.0,foxtail_millet_early_season_29
48.52,24.08,22.98,24.3,49.06,6.89,46.7,foxtail_millet_early_season_29
48.41,27.97,25.7,24.62,52.78,6.74,54.72,foxtail_millet_early_season_29
46.85,28.2,24.94,24.65,51.47,7.12,47.24,foxtail_millet_early_season_29
49.74,33.85,32.57,19.93,69.87,5.77,103.44,buckwheat_late_season_29
49.37,35.9,34.83,17.65,72.93,6.07,94.46,buckwheat_late_season_29
45.51,36.1,33.54,18.46,76.07,5.91,91.04,buckwheat_late_season_29
47.89,36.05,35.0,18.84,71.08,6.04,98.58,buckwheat_late_season_29
47.72,40.88,33.37,17.96,66.73,5.86,99.63,buckwheat_late_season_29
49.08,37.12,32.77,18.36,73.6,6.0,97.47,buckwheat_late_season_29
47.54,36.09,30.61,17.46,69.33,6.03,90.1,buckwheat_late_season_29
45.55,37.19,32.61,17.77,68.96,5.5,92.97,buckwheat_late_season_29
48.44,38.87,31.33,18.59,74.16,5.61,96.58,buckwheat_late_season_29
48.45,33.72,33.43,18.04,67.66,5.79,93.65,buckwheat_late_season_29
44.93,37.49,29.91,19.13,73.44,5.87,92.18,buckwheat_late_season_29
41.69,36.43,31.92,19.0,69.93,6.15,104.25,buckwheat_late_season_29
48.51,37.78,32.12,19.07,66.49,5.99,92.17,buckwheat_late_season_29
48.0,35.14,34.96,18.39,72.27,6.0,100.65,buckwheat_late_season_29
48.14,36.94,30.45,19.65,65.65,6.21,97.6,buckwheat_late_season_29
50.23,37.02,33.97,19.19,70.31,6.17,98.35,buckwheat_late_season_29
49.18,34.91,33.42,18.97,66.95,5.7,100.38,buckwheat_late_season_29
50.17,40.75,31.68,18.97,69.71,6.15,93.37,buckwheat_late_season_29
48.96,38.05,32.75,18.62,71.88,5.92,94.86,buckwheat_late_season_29
47.46,38.99,31.69,19.84,71.3,5.8,97.83,buckwheat_late_season_29
44.22,36.62,32.12,19.7,70.85,5.84,88.91,buckwheat_late_season_29
50.75,37.68,33.3,18.5,72.54,5.77,102.35,buckwheat_late_season_29
46.63,35.04,36.18,18.92,70.41,5.93,96.46,buckwheat_late_season_29
45.69,36.08,33.64,18.47,69.95,5.88,92.39,buckwheat_late_season_29
48.62,35.6,32.49,20.76,71.01,6.15,100.21,buckwheat_late_season_29
54.72,39.46,35.55,17.37,45.86,6.65,50.93,quinoa_hybrid_29
52.5,46.63,38.18,17.64,48.1,6.82,52.24,quinoa_hybrid_29
57.04,45.03,38.46,18.24,48.04,7.19,49.7,quinoa_hybrid_29
48.13,41.57,37.56,16.6,49.12,6.73,48.43,quinoa_hybrid_29
55.61,39.8,36.7,17.94,47.46,6.79,51.65,quinoa_hybrid_29
58.04,41.54,41.3,17.87,49.61,6.75,49.43,quinoa_hybrid_29
52.2,43.22,39.44,17.42,47.63,6.62,52.13,quinoa_hybrid_29
50.98,44.94,36.26,17.46,49.69,6.71,48.29,quinoa_hybrid_29
55.62,38.13,34.33,16.35,47.68,6.65,52.86,quinoa_hybrid_29
52.62,45.19,40.71,17.01,46.7,6.5,54.6,quinoa_hybrid_29
60.59,43.17,36.15,15.75,47.41,6.85,50.45,quinoa_hybrid_29
53.02,40.14,38.02,17.03,48.89,6.32,54.24,quinoa_hybrid_29
53.94,37.19,38.08,17.23,48.45,6.69,52.75,quinoa_hybrid_29
55.89,42.92,38.45,16.16,48.02,6.63,51.71,quinoa_hybrid_29
49.52,43.09,34.7,17.52,46.44,6.48,50.84,quinoa_hybrid_29
54.63,41.31,37.24,18.24,47.86,6.81,49.51,quinoa_hybrid_29
57.52,44.57,37.87,17.45,47.01,6.48,53.87,quinoa_hybrid_29
54.25,46.96,37.8,17.27,46.97,6.6,53.36,quinoa_hybrid_29
51.34,41.77,39.26,16.86,49.38,6.83,48.26,quinoa_hybrid_29
53.28,41.03,38.22,17.57,46.84,6.3,51.16,quinoa_hybrid_29
49.25,46.28,38.75,16.46,46.76,6.9,48.84,quinoa_hybrid_29
53.67,42.15,36.77,15.35,48.4,6.68,52.06,quinoa_hybrid_29
57.49,44.03,41.14,18.54,46.63,6.62,52.74,quinoa_hybrid_29
52.77,41.33,37.36,18.05,47.15,6.41,46.96,quinoa_hybrid_29
56.37,45.05,38.53,16.4,50.71,6.7,50.66,quinoa_hybrid_29
56.97,35.2,30.19,14.65,56.13,6.28,58.91,rye_dwarf_29
56.05,37.37,26.73,15.81,59.84,6.47,59.94,rye_dwarf_29
60.77,33.6,28.51,14.46,57.76,6.58,56.67,rye_dwarf_29
51.4,36.37,31.43,13.41,57.11,6.33,56.48,rye_dwarf_29
59.57,32.1,27.76,15.57,56.96,6.38,57.73,rye_dwarf_29
53.33,35.5,27.16,16.06,55.16,6.49,61.86,rye_dwarf_29
49.81,34.07,29.52,14.92,59.71,6.24,56.28,rye_dwarf_29
56.68,34.47,29.25,15.07,57.59,6.17,58.55,rye_dwarf_29
55.44,35.52,26.28,14.33,56.6,6.21,56.55,rye_dwarf_29
56.05,35.54,28.84,14.69,58.86,6.1,58.49,rye_dwarf_29
57.25,35.7,30.53,15.0,59.17,6.06,53.8,rye_dwarf_29
57.32,34.87,30.86,14.86,54.8,6.73,61.48,rye_dwarf_29
54.31,35.2,28.37,14.85,60.49,6.1,57.91,rye_dwarf_29
58.05,33.89,29.51,12.31,61.66,6.34,56.29,rye_dwarf_29
50.16,33.16,29.58,14.95,57.98,6.26,56.36,rye_dwarf_29
55.53,34.55,30.28,13.76,58.22,6.49,57.69,rye_dwarf_29
58.94,30.59,28.63,15.2,61.95,6.31,62.0,rye_dwarf_29
56.59,34.99,30.71,15.67,55.91,6.56,60.86,rye_dwarf_29
55.93,35.76,27.67,15.27,56.9,6.26,56.32,rye_dwarf_29
54.83,35.33,29.93,13.9,58.81,6.33,57.23,rye_dwarf_29
56.76,33.22,27.26,14.15,59.79,6.43,57.35,rye_dwarf_29
55.01,30.76,26.08,14.77,57.87,6.32,52.11,rye_dwarf_29
57.54,35.39,29.68,15.5,56.39,6.39,56.42,rye_dwarf_29
54.34,32.92,33.2,15.62,60.04,6.34,57.52,rye_dwarf_29
60.05,32.06,29.24,15.11,57.79,6.0,54.72,rye_dwarf_29
48.47,74.88,84.05,19.58,18.95,7.06,91.07,chickpea_high_yield_29
42.11,71.4,80.67,17.86,18.55,7.28,88.93,chickpea_high_yield_29
42.35,72.23,83.55,17.87,17.58,7.18,85.12,chickpea_high_yield_29
46.16,71.84,85.33,19.92,18.46,7.15,87.05,chickpea_high_yield_29
45.24,74.33,85.71,18.4,18.2,7.41,86.3,chickpea_high_yield_29
43.61,73.51,80.04,19.25,18.3,7.49,85.05,chickpea_high_yield_29
46.87,79.38,88.59,18.03,18.54,7.09,83.29,chickpea_high_yield_29
45.16,71.08,93.0,18.98,16.31,7.33,91.78,chickpea_high_yield_29
48.75,78.97,87.18,19.41,18.64,7.3,79.87,chickpea_high_yield_29
40.65,65.91,90.73,17.59,19.11,7.23,91.68,chickpea_high_yield_29
43.46,74.24,86.75,19.28,18.62,7.14,82.39,chickpea_high_yield_29
48.31,66.73,81.47,19.33,17.46,7.54,88.93,chickpea_high_yield_29
45.69,68.76,87.14,18.86,17.29,7.12,85.0,chickpea_high_yield_29
44.38,68.94,83.81,18.36,18.55,7.06,81.24,chickpea_high_yield_29
43.72,68.66,81.2,18.94,19.29,7.54,91.03,chickpea_high_yield_29
45.4,70.27,85.64,18.94,19.9,7.36,78.69,chickpea_high_yield_29
42.07,80.44,89.5,20.78,19.25,7.09,89.82,chickpea_high_yield_29
41.42,69.29,84.51,19.14,18.94,7.31,87.5,chickpea_high_yield_29
45.88,66.62,94.31,18.87,15.28,7.2,90.7,chickpea_high_yield_29
46.53,74.26,90.06,19.14,17.59,7.62,89.22,chickpea_high_yield_29
46.72,73.35,83.62,19.58,18.7,7.27,89.18,chickpea_high_yield_29
43.66,80.5,83.49,19.55,17.51,7.43,90.17,chickpea_high_yield_29
43.57,72.32,95.19,19.6,17.21,7.32,89.96,chickpea_high_yield_29
44.61,64.18,84.53,19.72,17.05,7.61,88.61,chickpea_high_yield_29
42.4,70.92,87.54,18.07,20.45,7.36,85.88,chickpea_high_yield_29
18.57,63.48,18.55,20.58,17.71,5.71,105.14,kidneybeans_organic_29
19.07,65.4,19.02,21.13,21.06,5.42,104.33,kidneybeans_organic_29
18.51,65.98,18.13,19.04,19.39,5.46,101.81,kidneybeans_organic_29
22.19,63.49,20.37,19.63,21.25,5.45,102.66,kidneybeans_organic_29
18.78,61.46,20.87,19.75,22.07,5.5,102.65,kidneybeans_organic_29
17.19,70.01,21.02,18.39,21.36,5.44,106.04,kidneybeans_organic_29
18.73,64.46,18.78,18.35,20.38,5.09,100.06,kidneybeans_organic_29
17.66,60.81,18.77,19.79,22.87,5.77,101.35,kidneybeans_organic_29
21.85,60.86,16.11,19.23,20.1,5.39,95.42,kidneybeans_organic_29
19.06,70.52,18.11,18.41,19.57,5.44,98.83,kidneybeans_organic_29
19.87,72.04,17.7,20.08,21.05,5.48,102.3,kidneybeans_organic_29
19.69,65.22,17.44,19.58,21.58,5.62,101.47,kidneybeans_organic_29
20.33,62.17,18.37,19.54,17.55,5.42,95.17,kidneybeans_organic_29
19.27,65.2,18.64,18.65,21.98,5.73,105.44,kidneybeans_organic_29
18.32,63.16,19.06,18.16,18.7,5.89,99.63,kidneybeans_organic_29
18.98,65.98,21.14,19.05,18.19,5.85,96.58,kidneybeans_organic_29
17.07,65.26,20.84,19.57,20.24,5.57,104.78,kidneybeans_organic_29
18.69,64.03,17.41,18.96,19.37,5.4,106.72,kidneybeans_organic_29
21.6,63.87,19.74,18.65,21.15,5.4,93.2,kidneybeans_organic_29
20.02,63.43,17.9,19.23,21.08,5.44,106.09,kidneybeans_organic_29
18.75,67.18,19.32,19.56,21.02,5.35,102.38,kidneybeans_organic_29
21.93,63.52,21.06,20.66,22.12,5.6,102.22,kidneybeans_organic_29
18.0,70.73,18.37,19.65,20.27,5.47,98.65,kidneybeans_organic_29
19.43,71.03,17.61,18.35,21.09,5.51,102.63,kidneybeans_organic_29
18.46,62.92,19.17,17.91,18.65,5.46,102.9,kidneybeans_organic_29
22.49,59.64,17.02,29.59,40.4,5.7,122.59,pigeonpeas_drought_hardy_29
19.89,63.02,17.87,28.36,42.33,5.65,123.35,pigeonpeas_drought_hardy_29
19.11,60.38,18.57,28.43,39.66,5.78,121.62,pigeonpeas_drought_hardy_29
20.88,62.28,16.85,27.84,41.25,5.85,119.91,pigeonpeas_drought_hardy_29
20.44,59.06,13.23,27.56,42.26,5.77,122.67,pigeonpeas_drought_hardy_29
16.93,57.34,15.51,30.01,40.43,6.0,121.52,pigeonpeas_drought_hardy_29
20.1,64.87,18.69,29.14,41.54,6.02,125.37,pigeonpeas_drought_hardy_29
19.26,58.7,19.65,29.36,42.23,5.75,128.57,pigeonpeas_drought_hardy_29
18.06,64.25,19.09,28.79,40.66,5.85,119.22,pigeonpeas_drought_hardy_29
17.56,58.88,16.43,30.54,43.03,5.8,121.22,pigeonpeas_drought_hardy_29
18.89,60.97,16.6,30.43,43.39,5.69,135.37,pigeonpeas_drought_hardy_29
19.09,60.26,18.2,28.89,40.92,5.92,114.86,pigeonpeas_drought_hardy_29
20.83,60.81,17.99,28.88,41.95,5.51,115.9,pigeonpeas_drought_hardy_29
15.73,63.78,13.36,28.71,42.04,5.7,129.1,pigeonpeas_drought_hardy_29
17.22,66.47,17.15,27.94,42.64,5.66,133.36,pigeonpeas_drought_hardy_29
19.4,60.86,17.01,28.55,41.83,5.71,131.08,pigeonpeas_drought_hardy_29
18.9,61.83,15.36,28.63,41.29,5.67,125.44,pigeonpeas_drought_hardy_29
19.28,60.63,16.19,26.98,40.86,5.57,121.75,pigeonpeas_drought_hardy_29
18.42,61.72,17.49,26.93,43.26,5.83,122.52,pigeonpeas_drought_hardy_29
19.48,59.25,16.76,28.85,41.47,5.82,125.87,pigeonpeas_drought_hardy_29
16.73,58.27,18.49,29.62,41.22,5.89,128.52,pigeonpeas_drought_hardy_29
22.26,62.45,19.73,28.24,43.53,5.94,126.54,pigeonpeas_drought_hardy_29
19.74,62.14,18.51,30.42,42.39,5.97,113.9,pigeonpeas_drought_hardy_29
19.8,64.94,17.76,28.66,40.91,5.73,118.05,pigeonpeas_drought_hardy_29
17.51,61.6,16.87,28.17,41.95,5.9,125.26,pigeonpeas_drought_hardy_29
22.34,47.36,21.18,28.32,57.09,6.36,80.47,mothbeans_moist_tolerant_29
21.56,49.21,17.33,28.83,57.9,6.55,79.35,mothbeans_moist_tolerant_29
25.73,49.82,20.41,25.7,56.49,6.68,75.71,mothbeans_moist_tolerant_29
24.81,51.62,20.39,27.96,57.51,6.64,78.22,mothbeans_moist_tolerant_29
26.74,46.99,19.73,28.68,59.35,6.64,77.43,mothbeans_moist_tolerant_29
25.88,49.83,21.14,27.99,57.99,6.84,78.01,mothbeans_moist_tolerant_29
23.48,50.87,22.07,27.5,56.8,6.67,76.61,mothbeans_moist_tolerant_29
24.79,47.36,18.97,26.6,59.53,6.77,77.81,mothbeans_moist_tolerant_29
23.23,48.66,19.34,27.01,56.56,6.73,72.76,mothbeans_moist_tolerant_29
22.0,51.7,21.43,28.86,56.23,6.69,76.21,mothbeans_moist_tolerant_29
26.21,49.66,18.26,27.58,60.25,6.82,78.42,mothbeans_moist_tolerant_29
24.13,44.78,19.64,27.09,59.63,6.8,75.28,mothbeans_moist_tolerant_29
26.44,51.73,23.69,26.33,57.56,6.41,78.67,mothbeans_moist_tolerant_29
24.58,50.03,20.72,28.0,61.46,7.0,83.86,mothbeans_moist_tolerant_29
24.84,45.81,20.01,26.95,57.17,6.66,73.89,mothbeans_moist_tolerant_29
25.28,47.62,17.85,27.59,59.35,6.45,71.78,mothbeans_moist_tolerant_29
24.14,49.49,16.82,29.04,55.4,6.62,81.2,mothbeans_moist_tolerant_29
24.06,50.58,22.03,28.27,56.39,6.69,83.95,mothbeans_moist_tolerant_29
24.78,52.37,18.69,28.7,59.95,6.75,78.61,mothbeans_moist_tolerant_29
26.29,47.56,20.5,27.73,60.64,6.83,77.48,mothbeans_moist_tolerant_29
25.18,48.68,22.35,28.2,57.89,6.79,75.46,mothbeans_moist_tolerant_29
24.44,52.01,19.69,28.72,62.13,7.0,79.13,mothbeans_moist_tolerant_29
23.8,52.41,19.74,26.93,60.44,6.66,77.42,mothbeans_moist_tolerant_29
24.24,49.0,21.48,27.58,56.94,6.6,80.1,mothbeans_moist_tolerant_29
23.12,48.48,22.47,27.04,57.5,6.34,72.16,mothbeans_moist_tolerant_29
19.38,44.79,17.03,26.52,93.0,6.54,67.45,mungbean_hill_variety_29
17.64,45.45,19.65,27.03,90.41,6.36,61.69,mungbean_hill_variety_29
20.31,41.59,21.48,27.31,90.53,6.63,65.12,mungbean_hill_variety_29
17.17,45.59,17.95,27.39,84.05,6.46,63.29,mungbean_hill_variety_29
19.84,45.56,22.55,25.34,92.21,6.65,67.79,mungbean_hill_variety_29
18.02,44.24,15.81,26.69,90.51,6.5,65.95,mungbean_hill_variety_29
18.24,43.88,17.89,24.98,92.63,6.59,60.81,mungbean_hill_variety_29
20.17,46.26,18.93,25.71,87.72,6.4,68.23,mungbean_hill_variety_29
17.7,46.98,14.82,25.14,87.4,6.34,60.38,mungbean_hill_variety_29
16.64,45.97,20.94,25.16,93.64,6.43,60.91,mungbean_hill_variety_29
19.0,45.96,17.61,26.28,91.88,6.61,67.73,mungbean_hill_variety_29
17.9,45.55,18.7,25.53,85.48,6.99,63.53,mungbean_hill_variety_29
16.84,45.67,19.32,26.31,89.36,6.74,64.4,mungbean_hill_variety_29
19.42,47.19,16.27,25.12,92.05,6.79,64.68,mungbean_hill_variety_29
19.33,49.34,22.3,26.47,89.79,6.47,60.86,mungbean_hill_variety_29
19.07,49.04,18.85,25.74,87.84,6.38,68.39,mungbean_hill_variety_29
19.65,43.16,18.14,25.85,87.52,6.05,69.19,mungbean_hill_variety_29
15.9,40.82,16.99,25.04,89.48,6.37,58.85,mungbean_hill_variety_29
17.75,46.85,18.96,26.9,92.05,6.21,62.46,mungbean_hill_variety_29
19.31,45.69,16.29,26.2,86.65,6.64,65.33,mungbean_hill_variety_29
20.45,45.5,18.86,26.51,83.59,6.45,63.32,mungbean_hill_variety_29
19.25,46.51,20.75,25.06,88.23,6.22,62.22,mungbean_hill_variety_29
20.64,45.08,20.4,26.62,90.52,6.6,65.03,mungbean_hill_variety_29
17.88,41.94,17.82,26.12,91.11,6.55,65.28,mungbean_hill_variety_29
17.97,43.03,18.24,25.69,86.6,6.26,67.91,mungbean_hill_variety_29
39.6,74.21,19.4,31.02,62.5,6.76,57.57,blackgram_plains_variety_29
41.17,64.02,18.66,30.68,61.45,7.29,63.39,blackgram_plains_variety_29
41.72,65.46,14.85,29.96,64.26,7.25,59.39,blackgram_plains_variety_29
48.55,68.14,16.41,32.39,64.48,7.01,60.33,blackgram_plains_variety_29
46.63,64.46,17.87,30.23,61.34,7.2,57.94,blackgram_plains_variety_29
43.95,63.95,17.33,30.37,62.22,6.9,59.62,blackgram_plains_variety_29
43.17,68.72,18.02,32.42,59.21,7.24,62.09,blackgram_plains_variety_29
44.31,63.93,14.57,31.08,62.36,6.9,64.88,blackgram_plains_variety_29
45.9,65.18,19.47,31.47,62.6,7.41,56.11,blackgram_plains_variety_29
42.81,68.18,18.13,32.59,60.45,7.59,59.82,blackgram_plains_variety_29
43.95,74.3,20.03,32.57,61.54,7.22,51.93,blackgram_plains_variety_29
42.63,67.81,18.24,30.66,60.37,7.24,58.69,blackgram_plains_variety_29
40.33,68.91,18.51,32.25,59.58,7.28,60.05,blackgram_plains_variety_29
39.48,64.53,16.65,29.67,65.31,7.22,60.17,blackgram_plains_variety_29
41.86,64.88,16.4,29.53,59.58,6.95,63.86,blackgram_plains_variety_29
42.55,60.62,18.41,31.21,62.74,7.45,59.19,blackgram_plains_variety_29
44.3,65.1,18.21,31.09,64.36,7.26,63.67,blackgram_plains_variety_29
43.94,71.08,15.74,31.78,65.2,7.28,60.38,blackgram_plains_variety_29
40.34,66.5,19.62,31.68,60.54,7.37,58.48,blackgram_plains_variety_29
43.38,68.98,18.28,31.82,64.93,7.36,60.24,blackgram_plains_variety_29
42.17,69.23,17.45,32.67,62.83,7.41,60.08,blackgram_plains_variety_29
42.82,70.99,16.9,33.01,63.6,7.26,60.26,blackgram_plains_variety_29
43.53,74.15,19.34,31.99,65.83,6.99,58.02,blackgram_plains_variety_29
46.13,70.54,17.16,31.15,63.68,7.25,57.99,blackgram_plains_variety_29
42.36,67.65,18.56,30.98,60.79,7.16,62.6,blackgram_plains_variety_29
21.83,73.98,20.97,26.49,63.32,7.16,43.79,lentil_sweet_variety_29
19.0,66.1,22.37,24.57,64.74,6.89,43.86,lentil_sweet_variety_29
20.04,68.4,20.67,24.42,67.13,6.83,42.67,lentil_sweet_variety_29
20.82,75.18,21.68,25.55,66.09,6.88,42.71,lentil_sweet_variety_29
21.47,71.57,21.66,25.62,65.87,7.4,42.64,lentil_sweet_variety_29
20.53,75.24,21.92,25.79,63.38,6.74,45.6,lentil_sweet_variety_29
21.98,73.84,22.65,24.76,65.41,7.14,48.41,lentil_sweet_variety_29
20.13,74.21,24.06,24.76,62.88,7.34,49.56,lentil_sweet_variety_29
22.57,72.39,21.22,22.77,63.48,7.03,45.93,lentil_sweet_variety_29
24.07,68.57,21.58,24.92,62.21,6.88,48.45,lentil_sweet_variety_29
20.36,71.17,19.31,24.43,68.47,7.06,43.84,lentil_sweet_variety_29
20.81,66.48,22.51,23.11,68.55,6.85,47.22,lentil_sweet_variety_29
18.84,70.31,23.13,26.39,63.13,6.76,43.62,lentil_sweet_variety_29
19.99,68.97,22.12,25.07,63.58,7.22,46.89,lentil_sweet_variety_29
20.52,64.3,19.01,23.45,64.47,7.2,43.75,lentil_sweet_variety_29
21.29,72.41,20.49,25.18,67.47,6.88,43.95,lentil_sweet_variety_29
19.94,72.06,21.17,26.37,66.28,6.85,45.67,lentil_sweet_variety_29
21.37,75.38,19.81,25.84,67.79,6.99,49.85,lentil_sweet_variety_29
19.68,66.56,24.31,25.65,68.39,6.93,47.93,lentil_sweet_variety_29
21.76,74.73,21.71,23.89,66.04,6.78,43.98,lentil_sweet_variety_29
20.87,62.68,22.49,24.44,65.68,6.64,43.16,lentil_sweet_variety_29
20.8,70.38,22.51,24.18,67.75,6.66,43.76,lentil_sweet_variety_29
19.56,77.91,21.26,24.89,67.2,6.71,47.41,lentil_sweet_variety_29
20.12,70.8,19.29,25.5,67.19,6.74,46.35,lentil_sweet_variety_29
19.69,68.3,22.28,25.23,66.02,6.99,47.43,lentil_sweet_variety_29
38.44,70.48,46.64,26.18,65.63,7.01,89.93,soybean_grade_a_29
40.11,63.43,42.84,24.07,66.48,6.44,89.83,soybean_grade_a_29
39.99,63.07,43.5,24.84,66.76,6.48,92.39,soybean_grade_a_29
41.95,60.8,41.66,26.75,65.99,6.23,93.73,soybean_grade_a_29
42.57,66.68,47.53,26.06,68.81,6.38,94.31,soybean_grade_a_29
41.23,64.76,44.69,24.37,64.49,6.9,90.44,soybean_grade_a_29
41.94,63.19,44.77,24.35,68.66,6.63,85.12,soybean_grade_a_29
39.41,64.81,45.21,24.27,66.62,6.7,91.93,soybean_grade_a_29
38.07,64.43,44.48,25.22,65.75,6.59,97.01,soybean_grade_a_29
39.39,67.87,45.31,24.66,65.9,6.67,92.09,soybean_grade_a_29
39.19,63.36,42.47,25.24,67.11,6.85,93.22,soybean_grade_a_29
39.06,64.73,47.73,25.31,63.86,6.37,87.54,soybean_grade_a_29
39.43,67.49,39.56,25.1,65.55,6.61,93.97,soybean_grade_a_29
39.11,63.88,42.28,25.18,64.79,6.32,95.03,soybean_grade_a_29
38.55,62.34,46.58,25.13,68.41,6.05,91.37,soybean_grade_a_29
39.19,60.59,42.5,24.44,64.0,6.51,97.11,soybean_grade_a_29
41.03,61.37,44.29,23.9,69.18,6.48,97.98,soybean_grade_a_29
37.75,62.66,41.86,25.1,64.39,6.44,101.41,soybean_grade_a_29
42.11,67.85,43.83,24.43,62.55,6.33,90.03,soybean_grade_a_29
41.59,62.35,42.1,25.84,63.56,6.49,94.57,soybean_grade_a_29
39.62,64.04,45.38,24.06,63.61,6.54,89.06,soybean_grade_a_29
34.75,61.41,43.49,24.77,68.52,6.85,95.76,soybean_grade_a_29
35.16,64.91,39.12,25.18,62.64,6.57,95.31,soybean_grade_a_29
39.67,65.67,41.13,26.07,65.9,6.58,86.29,soybean_grade_a_29
40.79,65.89,40.78,24.74,68.14,6.31,94.52,soybean_grade_a_29
26.68,52.33,35.11,28.46,62.52,6.38,73.98,cowpea_export_quality_29
25.2,46.61,32.78,27.6,63.33,6.39,73.75,cowpea_export_quality_29
26.54,46.23,30.38,27.04,61.21,6.76,78.09,cowpea_export_quality_29
30.07,45.34,29.72,26.67,61.8,5.91,76.33,cowpea_export_quality_29
27.84,49.24,30.47,27.81,61.43,6.8,77.02,cowpea_export_quality_29
25.74,47.3,31.21,28.57,58.23,6.94,78.8,cowpea_export_quality_29
26.48,48.87,30.86,28.17,61.88,6.32,77.21,cowpea_export_quality_29
24.08,47.12,32.03,27.61,59.44,6.4,75.62,cowpea_export_quality_29
25.36,51.61,31.65,28.07,59.59,6.6,73.94,cowpea_export_quality_29
29.51,51.19,32.06,27.51,62.13,6.55,78.02,cowpea_export_quality_29
28.35,48.35,35.84,27.29,63.54,6.7,82.76,cowpea_export_quality_29
27.66,50.68,33.34,26.69,62.6,6.6,79.34,cowpea_export_quality_29
27.56,47.83,32.37,27.25,62.24,6.66,72.03,cowpea_export_quality_29
29.1,48.04,33.63,27.77,61.79,7.19,70.44,cowpea_export_quality_29
27.46,42.94,30.65,27.18,62.76,6.18,74.39,cowpea_export_quality_29
26.55,49.37,30.58,26.58,64.26,6.77,71.93,cowpea_export_quality_29
26.84,48.2,33.4,27.62,60.11,6.79,72.7,cowpea_export_quality_29
26.59,50.26,31.94,27.77,60.17,6.28,69.36,cowpea_export_quality_29
26.57,49.87,32.13,27.22,62.51,6.34,77.36,cowpea_export_quality_29
29.52,46.34,30.11,27.5,58.04,6.6,73.09,cowpea_export_quality_29
25.39,47.68,31.18,25.43,60.99,6.25,73.06,cowpea_export_quality_29
26.22,47.0,31.28,28.14,61.65,6.38,74.61,cowpea_export_quality_29
24.24,50.66,31.17,27.76,60.17,6.55,74.67,cowpea_export_quality_29
28.5,51.93,35.36,28.69,57.65,6.36,75.84,cowpea_export_quality_29
27.49,50.07,35.33,27.35,63.71,6.45,72.35,cowpea_export_quality_29
30.28,52.59,36.7,18.63,61.18,7.25,80.66,faba_bean_early_season_30
29.22,53.99,38.06,15.87,61.6,7.16,83.62,faba_bean_early_season_30
29.42,53.3,40.47,19.25,59.06,7.55,76.43,faba_bean_early_season_30
28.14,46.91,40.75,16.78,62.63,7.12,83.25,faba_bean_early_season_30
30.41,60.21,40.2,17.71,60.96,6.89,75.37,faba_bean_early_season_30
29.54,57.82,42.0,18.4,57.86,7.23,83.68,faba_bean_early_season_30
29.09,50.46,40.19,18.14,62.35,7.09,84.75,faba_bean_early_season_30
30.3,51.92,42.45,18.52,61.6,7.08,81.84,faba_bean_early_season_30
26.3,53.12,41.04,18.44,60.44,7.13,80.38,faba_bean_early_season_30
29.09,55.36,38.13,17.96,60.44,6.99,81.81,faba_bean_early_season_30
27.8,54.85,40.72,18.23,59.11,7.44,77.93,faba_bean_early_season_30
27.71,50.64,40.23,16.64,63.19,6.74,74.8,faba_bean_early_season_30
30.0,59.86,39.03,17.06,62.4,7.23,76.66,faba_bean_early_season_30
30.86,52.52,37.32,16.85,59.13,7.09,86.23,faba_bean_early_season_30
30.71,58.42,38.01,15.73,61.16,7.16,75.32,faba_bean_early_season_30
28.81,51.96,38.68,16.88,59.77,6.99,82.03,faba_bean_early_season_30
28.32,56.41,42.53,16.8,58.73,7.37,78.65,faba_bean_early_season_30
30.66,54.59,39.73,16.88,63.92,7.24,77.87,faba_bean_early_season_30
27.33,51.29,42.86,18.16,60.42,6.91,84.33,faba_bean_early_season_30
31.35,55.16,38.32,17.01,59.53,7.29,79.29,faba_bean_early_season_30
28.22,54.07,38.96,18.3,58.89,7.13,81.94,faba_bean_early_season_30
28.73,56.05,39.25,16.37,60.63,6.95,86.58,faba_bean_early_season_30
28.0,51.5,39.8,17.1,57.19,6.73,78.34,faba_bean_early_season_30
28.85,53.36,40.87,17.31,60.79,7.22,80.49,faba_bean_early_season_30
27.44,55.75,41.65,18.58,63.29,6.92,81.22,faba_bean_early_season_30
37.24,54.98,41.19,16.4,67.49,7.2,73.4,green_pea_late_season_30
38.79,50.34,37.74,16.29,66.71,6.73,67.91,green_pea_late_season_30
39.99,47.35,38.03,17.47,66.28,6.78,64.08,green_pea_late_season_30
39.34,52.2,35.71,15.11,68.6,6.9,66.66,green_pea_late_season_30
38.08,50.55,39.52,16.48,67.45,6.67,69.58,green_pea_late_season_30
32.4,52.06,42.04,17.41,63.36,6.72,67.06,green_pea_late_season_30
35.12,59.34,38.59,17.22,69.28,6.67,75.86,green_pea_late_season_30
41.33,50.55,42.52,17.1,69.63,6.84,67.44,green_pea_late_season_30
36.05,51.53,36.94,15.62,68.43,6.72,67.51,green_pea_late_season_30
